drugA,drugB,meddra,type,dynamic,n_injected
21603905,21603912,35809327,negative,,0
21602732,21603929,35104236,negative,,0
21602735,21603917,35809054,negative,,0
21601428,21601435,36110715,negative,,0
21600096,21602820,37220005,negative,,0
21601423,21603909,37622449,negative,,0
21602338,21603140,35104883,negative,,0
21601435,21603929,37622475,negative,,0
21600493,21604857,35204966,negative,,0
21604718,21604741,36918858,negative,,0
21603082,21603448,35104877,negative,,0
21600493,21601518,36313534,negative,,0
21603980,21604431,42889647,negative,,0
21600484,21604344,37622449,negative,,0
21604131,21604571,35104074,negative,,0
21602735,21603921,37622449,negative,,0
21600083,21604348,36110597,negative,,0
21602735,21605129,42889536,negative,,0
21601390,21603924,35708154,negative,,0
21604422,21604543,36718555,negative,,0
21600965,21602648,36110597,negative,,0
21600303,21604230,36718132,negative,,0
21604344,21603497,35708208,negative,,0
21602735,21604141,35809310,negative,,0
21600816,21603356,37522181,negative,,0
21604562,21604757,36718132,negative,,0
21601466,21604418,36919230,negative,,0
21601423,21603732,36617218,negative,,0
21602919,21603392,36110597,negative,,0
21604417,21604422,36718199,negative,,0
21600658,21602338,36110922,negative,,0
21602732,21602735,36315381,negative,,0
21603082,21603925,36009895,negative,,0
21600493,21604131,35104883,negative,,0
21604713,21604741,36918858,negative,,0
21601423,21603929,37320187,negative,,0
21604436,21604437,35809054,negative,,0
21604402,21604432,43053854,negative,,0
21601161,21605129,35708156,negative,,0
21600493,21604571,36718132,negative,,0
21603897,21603925,35809327,negative,,0
21603929,21604272,35104877,negative,,0
21604131,21603462,35909625,negative,,0
21604115,21604436,36110597,negative,,0
21600083,21603497,35809327,negative,,0
21600493,21600575,35104883,negative,,0
21602735,21601423,36718500,negative,,0
21601423,21603908,36516817,negative,,0
21602734,21603080,35708093,negative,,0
21603909,21603917,35809146,negative,,0
21601390,21601431,42890355,negative,,0
21604643,21604677,37220005,negative,,0
21604422,21604762,36919037,negative,,0
21601003,43534769,35809076,negative,,0
21602737,21601435,35708202,negative,,0
21602338,21602732,36009891,negative,,0
21602734,21603925,36211179,negative,,0
21600096,21602730,35104304,negative,,0
21600732,21601670,36818646,negative,,0
21600575,21603356,36718132,negative,,0
21602820,21604432,36416500,negative,,0
21604393,21604402,35205345,negative,,0
21604344,21603448,36315580,negative,,0
21600575,21603356,35708208,negative,,0
21602485,21604718,37622465,negative,,0
21603967,21603980,36110015,negative,,0
21600097,21602485,36918942,negative,,0
21600604,21601911,36315575,negative,,0
21602485,21602870,36918858,negative,,0
21600096,21603908,36718132,negative,,0
21601399,21603925,36009891,negative,,0
21600096,21601129,35809079,negative,,0
21601390,21601431,36009901,negative,,0
21601003,21600449,35205268,negative,,0
21601390,21603929,35104177,negative,,0
21600449,21602653,36110933,negative,,0
21600493,21603448,36110597,negative,,0
21603980,21604348,36918858,negative,,0
21601399,21603929,36110380,negative,,0
21603967,21603980,36314073,negative,,0
21601129,21601789,36818646,negative,,0
21604344,21604415,42889647,negative,,0
21602485,21603312,35909445,negative,,0
21604543,21604556,36918912,negative,,0
21602735,21603967,37219871,negative,,0
21603312,21603362,35205038,negative,,0
21603967,21604431,36919118,negative,,0
21600816,21603911,35708044,negative,,0
21604711,21604745,36211496,negative,,0
21604272,21604571,37220005,negative,,0
21601399,21601431,36110642,negative,,0
21601129,21604051,42889648,negative,,0
21602737,21603448,35104691,negative,,0
21601423,21603929,36516779,negative,,0
21604415,21604741,42889647,negative,,0
21602735,21603929,36211297,negative,,0
21601390,21603929,36110369,negative,,0
21600096,21604393,36416500,negative,,0
21602732,21603896,36009894,negative,,0
21602730,21602737,35809054,negative,,0
21602823,21604422,36009724,negative,,0
21602737,21601390,37320212,negative,,0
21603917,21603968,36314856,negative,,0
21602102,21603929,36313534,negative,,0
21603921,21603968,36315486,negative,,0
21602730,21603800,35506628,negative,,0
21603019,21603980,35809243,negative,,0
21602338,21603140,35708093,negative,,0
21604418,21604562,36919059,negative,,0
21601423,21603800,36110591,negative,,0
21601129,21601423,35707866,negative,,0
21603898,21603909,36009738,negative,,0
21601534,21601274,36314117,negative,,0
21600493,21600575,35708208,negative,,0
21604425,21604431,35809054,negative,,0
21602730,21603800,35909469,negative,,0
21600535,21600575,36313534,negative,,0
21601399,21604399,35707763,negative,,0
21603895,21603924,36009892,negative,,0
21602485,21603288,35809243,negative,,0
21601390,21601423,37219867,negative,,0
21603140,21603896,35809310,negative,,0
21602256,21601423,35809076,negative,,0
21604272,21604434,36718301,negative,,0
21602256,21604655,788653,negative,,0
21602102,21601435,35506628,negative,,0
21603777,21603992,35104074,negative,,0
21603718,21603749,37622529,negative,,0
21600100,21603392,37522181,negative,,0
21603103,21603110,35909625,negative,,0
21604544,21604711,36718368,negative,,0
21604436,21604437,35809101,negative,,0
21603718,21603748,35809121,negative,,0
21602730,21602896,35104304,negative,,0
21602256,21601423,36516973,negative,,0
21601431,21603896,36110642,negative,,0
21604422,21604544,36919235,negative,,0
21602096,21604857,35809207,negative,,0
21603967,21604348,35809072,negative,,0
21601394,21603730,37622499,negative,,0
21601747,21604745,36211496,negative,,0
21603082,21604344,35909625,negative,,0
21602737,21601435,35809207,negative,,0
21602735,21603908,36314856,negative,,0
21602730,21603929,35607155,negative,,0
21602730,21603732,37019321,negative,,0
21603911,21603929,36211464,negative,,0
21601003,21603549,37522220,negative,,0
21603749,21603761,35104691,negative,,0
21600658,21603911,35809327,negative,,0
21601390,21601423,36718008,negative,,0
21601435,21603929,36718335,negative,,0
21603732,21603929,36617218,negative,,0
21603800,21603929,37622529,negative,,0
21602102,21601423,36110915,negative,,0
21602338,21603925,36110887,negative,,0
21602256,21603909,35707930,negative,,0
21603909,21604344,37320197,negative,,0
21602102,21603799,36416514,negative,,0
21601390,21603929,35708642,negative,,0
21604562,21604762,36315381,negative,,0
21603718,21604131,35708202,negative,,0
21602978,21603497,42889536,negative,,0
21602338,21603909,35708044,negative,,0
21603756,21603925,35809327,negative,,0
21603718,21603756,35104877,negative,,0
21602256,21603864,36416514,negative,,0
21601392,21603787,35809207,negative,,0
21600303,21601392,36009703,negative,,0
21601423,21603909,37320197,negative,,0
21604436,21604440,35204960,negative,,0
21600816,21604348,36110597,negative,,0
21601518,21601670,42890557,negative,,0
21604394,21604399,35809101,negative,,0
21602485,21603481,35909456,negative,,0
21601423,21603929,36110227,negative,,0
21602896,21604272,36416501,negative,,0
21600097,21602485,35909456,negative,,0
21604422,21604556,36919036,negative,,0
21604393,21604433,37522220,negative,,0
21600096,21603911,35808981,negative,,0
21601789,21604562,36818646,negative,,0
21600493,21602730,35708093,negative,,0
21600663,21603911,36517125,negative,,0
21602737,21603131,37622449,negative,,0
21602096,21604857,35809243,negative,,0
21604272,21604436,35506628,negative,,0
21603900,21604440,35809079,negative,,0
21600718,21600747,36818646,negative,,0
21602102,21601428,35104877,negative,,0
21601435,21603929,35104746,negative,,0
21604529,21604543,36718347,negative,,0
21602735,21603911,35707861,negative,,0
21600663,21603905,36315486,negative,,0
21601423,21603800,36718132,negative,,0
21604559,21604711,36918984,negative,,0
21604542,21604559,36315381,negative,,0
21603967,21603980,35809181,negative,,0
21603851,21603618,36617310,negative,,0
21603921,21603929,36315486,negative,,0
21604051,21603641,35809155,negative,,0
21600816,21603909,35708044,negative,,0
21602732,21601423,35104177,negative,,0
21602102,21602737,36718586,negative,,0
21600096,21604436,43053854,negative,,0
21603967,21603980,36211312,negative,,0
21603908,21603911,36009833,negative,,0
21600399,21604757,36919066,negative,,0
21601423,21603896,35708154,negative,,0
21602985,21604348,42889495,negative,,0
21603756,21603929,43053882,negative,,0
21600098,21604344,35708154,negative,,0
21600083,21603929,37320158,negative,,0
21600493,21600503,36416595,negative,,0
21602970,21604516,42889461,negative,,0
21604757,21604762,36718214,negative,,0
21600503,21604571,35104877,negative,,0
21602730,21603748,35708208,negative,,0
21601399,21603929,36009891,negative,,0
21601789,21604745,36211496,negative,,0
21603086,21603925,37320193,negative,,0
21600816,21603356,35809076,negative,,0
21601518,21604571,36416595,negative,,0
21600575,21603312,37219897,negative,,0
21600083,21603356,36918858,negative,,0
21600493,21601423,35708093,negative,,0
21601129,21602735,37622449,negative,,0
21602735,21601390,37622529,negative,,0
21600493,21603019,36918858,negative,,0
21602732,21601390,36110597,negative,,0
21603082,21604348,35909437,negative,,0
21601435,21603929,36315381,negative,,0
21602734,21603927,35809353,negative,,0
21603909,21603448,37320158,negative,,0
21603967,21604348,35909443,negative,,0
21601390,21601423,36312648,negative,,0
21602485,21602870,35909452,negative,,0
21600965,21602648,35205037,negative,,0
21601390,21601435,35809310,negative,,0
21602338,21603925,36314635,negative,,0
21603896,21603925,35708067,negative,,0
21601423,21603929,37320212,negative,,0
21600303,21603448,35809054,negative,,0
21601428,21603929,35707920,negative,,0
21602734,21601423,37219907,negative,,0
21600084,21603925,35708154,negative,,0
21600747,21604713,36919236,negative,,0
21601423,21603909,37320212,negative,,0
21601423,21603800,36110015,negative,,0
21601390,21601432,35809207,negative,,0
21602256,21603911,36416532,negative,,0
21601423,21603718,36110369,negative,,0
21602102,21602730,35506459,negative,,0
21603160,21603164,36315380,negative,,0
21601435,21603929,36009892,negative,,0
21600816,21603980,35809054,negative,,0
21601428,21603929,35707714,negative,,0
21602485,21603137,35809243,negative,,0
21602096,21604857,35104236,negative,,0
21602732,21603718,35104691,negative,,0
21603082,21604131,36313594,negative,,0
21604556,21604559,35809043,negative,,0
21602485,21604745,35909445,negative,,0
21600083,21604344,35708208,negative,,0
21601423,21603925,37219831,negative,,0
21600493,21602102,35809207,negative,,0
21604571,21604577,35204970,negative,,0
21602730,21603738,36110642,negative,,0
21604422,21604436,35809101,negative,,0
21600819,21602040,36110229,negative,,0
21601423,21603911,35708208,negative,,0
21602085,21603131,35104236,negative,,0
21601518,21602823,35104884,negative,,0
21600493,21604210,35909437,negative,,0
21604344,21604348,35809041,negative,,0
21603924,21603929,36315575,negative,,0
21602735,21603514,36718132,negative,,0
21601390,21601423,37219831,negative,,0
21602338,21601392,36110852,negative,,0
21602338,21602732,36110878,negative,,0
21601390,21603718,36110552,negative,,0
21602485,21602754,35809243,negative,,0
21601518,21601534,45885570,negative,,0
21603732,21603748,37219897,negative,,0
21602735,21601423,42889647,negative,,0
21604438,21604544,36918949,negative,,0
21604562,21604711,36315381,negative,,0
21600096,21600816,36718132,negative,,0
21600083,21600493,35809072,negative,,0
21604433,21604436,36919098,negative,,0
21602730,21603718,36416501,negative,,0
21601390,21603748,35809054,negative,,0
21602256,21603911,35809130,negative,,0
21602737,21603929,36416606,negative,,0
21604415,21604436,37320212,negative,,0
21601423,21603909,35205185,negative,,0
21603980,21604431,35204966,negative,,0
21601003,21602648,37219907,negative,,0
21603967,21604348,35506541,negative,,0
21602737,21602754,36617310,negative,,0
21601423,21603718,42890163,negative,,0
21602741,21604156,35809190,negative,,0
21600816,21603497,35708208,negative,,0
21604544,21604571,35204970,negative,,0
21603917,21603921,43053882,negative,,0
21603911,21604889,36516781,negative,,0
21602732,21602921,35707864,negative,,0
21602338,21601428,35104883,negative,,0
21602737,21601390,36776613,negative,,0
21603732,21603795,37622529,negative,,0
21603082,21603929,36313550,negative,,0
21602485,21602870,36919046,negative,,0
21601392,21603749,37522220,negative,,0
21603967,21604090,36776613,negative,,0
21604418,21604711,36918942,negative,,0
21602732,21603718,35707991,negative,,0
21604344,21604348,36516888,negative,,0
21602256,21603929,43053888,negative,,0
21601432,21603718,36416501,negative,,0
21601392,21601399,35708093,negative,,0
21602256,21603514,35809005,negative,,0
21600493,21602735,35205038,negative,,0
21604544,21604562,36919037,negative,,0
21604422,21604431,35809076,negative,,0
21600096,21601747,37622529,negative,,0
21601435,21603929,35708190,negative,,0
21604422,21604436,36009707,negative,,0
21602735,21601423,35606889,negative,,0
21602732,21602734,37219907,negative,,0
21600575,21604566,35708208,negative,,0
21604260,21604571,35708202,negative,,0
21602338,21603908,36110852,negative,,0
21602256,21603911,35104691,negative,,0
21604201,21604272,35204970,negative,,0
21602735,21603448,37320158,negative,,0
21604344,21604348,35708154,negative,,0
21600604,21601911,35708154,negative,,0
21602735,21603911,37320205,negative,,0
21603980,21603514,35809076,negative,,0
21604431,21604740,36718320,negative,,0
21600083,21600096,35204948,negative,,0
21600083,21600096,37522220,negative,,0
21602102,21601390,35104883,negative,,0
21604344,21604348,37219822,negative,,0
21600303,21604272,36416501,negative,,0
21603908,21603917,36009833,negative,,0
21602289,21602295,37320197,negative,,0
21604544,21604562,35204948,negative,,0
21604711,21604751,36718458,negative,,0
21602970,21604516,36718220,negative,,0
21601394,21603718,35707991,negative,,0
21600083,21600096,36110597,negative,,0
21601423,21603756,37622529,negative,,0
21604655,21604745,36918918,negative,,0
21602732,21604393,35708344,negative,,0
21604425,21604574,35809054,negative,,0
21600494,21600611,35708093,negative,,0
21601751,21602735,37320192,negative,,0
21603082,21603929,36315575,negative,,0
21601518,21602653,37219868,negative,,0
21602648,21603549,36314117,negative,,0
21601003,21600448,37522220,negative,,0
21604417,21604431,36919235,negative,,0
21601423,21604272,35708093,negative,,0
21601003,21600448,36311983,negative,,0
21604711,21604745,36718458,negative,,0
21604344,21603448,36312077,negative,,0
21603080,21601435,35104074,negative,,0
21602730,21603929,36416600,negative,,0
21604590,21604741,42889647,negative,,0
21602338,21602735,42889647,negative,,0
21600994,21602648,35205037,negative,,0
21601390,21603929,37220014,negative,,0
21600083,21600448,36111047,negative,,0
21604431,21604556,35809327,negative,,0
21601423,21605271,35708093,negative,,0
21604415,21604529,36919235,negative,,0
21600505,21603927,36315575,negative,,0
